media_id,status,amount
149963,DROPPED,57
149963,PAUSED,20
104668,CURRENT,392
104668,PLANNING,937
104668,COMPLETED,60
104668,DROPPED,61
104668,PAUSED,105
11471,CURRENT,19
11471,PLANNING,468
11471,COMPLETED,829
11471,DROPPED,38
11471,PAUSED,16
53495,CURRENT,11
53495,PLANNING,229
53495,COMPLETED,42
53495,DROPPED,4
53495,PAUSED,5
122077,CURRENT,44
122077,PLANNING,570
122077,COMPLETED,249
122077,DROPPED,13
122077,PAUSED,12
132379,CURRENT,15
132379,PLANNING,86
132379,COMPLETED,1
132379,DROPPED,3
132379,PAUSED,3
52260,CURRENT,7
52260,PLANNING,113
52260,COMPLETED,102
52260,DROPPED,8
52260,PAUSED,6
123651,CURRENT,4
123651,PLANNING,39
123651,COMPLETED,12
123651,DROPPED,1
123651,PAUSED,1
158571,CURRENT,2
158571,PLANNING,38
158571,COMPLETED,8
158571,DROPPED,0
158571,PAUSED,0
123638,CURRENT,2
123638,PLANNING,66
123638,COMPLETED,108
123638,DROPPED,5
123638,PAUSED,0
52195,CURRENT,13
52195,PLANNING,157
52195,COMPLETED,256
52195,DROPPED,5
52195,PAUSED,4
123652,CURRENT,3
123652,PLANNING,17
123652,COMPLETED,15
123652,DROPPED,3
123652,PAUSED,0
123653,CURRENT,1
123653,PLANNING,24
123653,COMPLETED,6
123653,DROPPED,0
123653,PAUSED,1
73317,CURRENT,4
73317,PLANNING,56
73317,COMPLETED,14
73317,DROPPED,3
73317,PAUSED,1
52307,CURRENT,6
52307,PLANNING,103
52307,COMPLETED,125
52307,DROPPED,1
52307,PAUSED,0
113422,CURRENT,2
113422,PLANNING,32
113422,COMPLETED,14
113422,DROPPED,2
113422,PAUSED,0
3235,CURRENT,18
3235,PLANNING,260
3235,COMPLETED,108
3235,DROPPED,27
3235,PAUSED,21
52196,CURRENT,5
52196,PLANNING,81
52196,COMPLETED,29
52196,DROPPED,3
52196,PAUSED,2
9613,CURRENT,26
9613,PLANNING,185
9613,COMPLETED,88
9613,DROPPED,72
9613,PAUSED,36
92207,CURRENT,24
92207,PLANNING,274
92207,COMPLETED,214
92207,DROPPED,7
92207,PAUSED,7
31676,CURRENT,54
31676,PLANNING,659
31676,COMPLETED,367
31676,DROPPED,27
31676,PAUSED,26
142947,CURRENT,4
142947,PLANNING,20
142947,COMPLETED,5
142947,DROPPED,1
142947,PAUSED,1
14249,CURRENT,7
14249,PLANNING,62
14249,COMPLETED,88
14249,DROPPED,11
14249,PAUSED,5
35372,CURRENT,5
35372,PLANNING,47
35372,COMPLETED,14
35372,DROPPED,6
35372,PAUSED,4
3024,CURRENT,66
3024,PLANNING,927
3024,COMPLETED,358
3024,DROPPED,115
3024,PAUSED,76
103709,CURRENT,4
103709,PLANNING,57
103709,COMPLETED,83
103709,DROPPED,18
103709,PAUSED,3
52208,CURRENT,6
52208,PLANNING,160
52208,COMPLETED,143
52208,DROPPED,4
52208,PAUSED,4
109496,CURRENT,4
109496,PLANNING,43
109496,COMPLETED,8
109496,DROPPED,0
109496,PAUSED,0
110587,CURRENT,2
110587,PLANNING,17
110587,COMPLETED,5
110587,DROPPED,0
110587,PAUSED,0
31600,CURRENT,600
31600,PLANNING,4089
31600,COMPLETED,1230
31600,DROPPED,116
31600,PAUSED,375
143873,CURRENT,1
143873,PLANNING,14
143873,COMPLETED,4
143873,DROPPED,1
143873,PAUSED,0
111619,CURRENT,1
111619,PLANNING,26
111619,COMPLETED,6
111619,DROPPED,5
111619,PAUSED,1
32913,CURRENT,34
32913,PLANNING,223
32913,COMPLETED,42
32913,DROPPED,11
32913,PAUSED,24
31800,CURRENT,88
31800,PLANNING,708
31800,COMPLETED,198
31800,DROPPED,41
31800,PAUSED,30
1704,CURRENT,113
1704,PLANNING,1549
1704,COMPLETED,703
1704,DROPPED,117
1704,PAUSED,119
1599,CURRENT,51
1599,PLANNING,590
1599,COMPLETED,466
1599,DROPPED,41
1599,PAUSED,44
92916,CURRENT,50
92916,PLANNING,121
92916,COMPLETED,77
92916,DROPPED,8
92916,PAUSED,5
167775,CURRENT,1
167775,PLANNING,6
167775,COMPLETED,0
167775,DROPPED,0
167775,PAUSED,0
91822,CURRENT,2
91822,PLANNING,31
91822,COMPLETED,2
91822,DROPPED,1
91822,PAUSED,0
919,CURRENT,96
919,PLANNING,1621
919,COMPLETED,753
919,DROPPED,124
919,PAUSED,80
2213,CURRENT,313
2213,PLANNING,2715
2213,COMPLETED,2064
2213,DROPPED,289
2213,PAUSED,414
5249,CURRENT,33
5249,PLANNING,202
5249,COMPLETED,131
5249,DROPPED,34
5249,PAUSED,17
19773,CURRENT,6
19773,PLANNING,90
19773,COMPLETED,124
19773,DROPPED,16
19773,PAUSED,6
40798,CURRENT,11
40798,PLANNING,123
40798,COMPLETED,51
40798,DROPPED,8
40798,PAUSED,16
136867,CURRENT,1
136867,PLANNING,15
136867,COMPLETED,6
136867,DROPPED,1
136867,PAUSED,0
35402,CURRENT,26
35402,PLANNING,593
35402,COMPLETED,525
35402,DROPPED,16
35402,PAUSED,10
1572,CURRENT,80
1572,PLANNING,811
1572,COMPLETED,710
1572,DROPPED,151
1572,PAUSED,91
2565,CURRENT,17
2565,PLANNING,227
2565,COMPLETED,263
2565,DROPPED,56
2565,PAUSED,15
18533,CURRENT,3
18533,PLANNING,77
18533,COMPLETED,171
18533,DROPPED,13
18533,PAUSED,3
146952,CURRENT,2
146952,PLANNING,19
146952,COMPLETED,14
146952,DROPPED,1
146952,PAUSED,1
31771,CURRENT,34
31771,PLANNING,382
31771,COMPLETED,310
31771,DROPPED,19
31771,PAUSED,19
109814,CURRENT,5
109814,PLANNING,52
109814,COMPLETED,35
109814,DROPPED,4
109814,PAUSED,1
2556,CURRENT,54
2556,PLANNING,346
2556,COMPLETED,434
2556,DROPPED,71
2556,PAUSED,52
2264,CURRENT,13
2264,PLANNING,334
2264,COMPLETED,609
2264,DROPPED,24
2264,PAUSED,15
6909,CURRENT,18
6909,PLANNING,230
6909,COMPLETED,311
6909,DROPPED,16
6909,PAUSED,11
20381,CURRENT,7
20381,PLANNING,162
20381,COMPLETED,176
20381,DROPPED,26
20381,PAUSED,6
2214,CURRENT,100
2214,PLANNING,1009
2214,COMPLETED,1076
2214,DROPPED,55
2214,PAUSED,59
4071,CURRENT,17
4071,PLANNING,274
4071,COMPLETED,363
4071,DROPPED,23
4071,PAUSED,12
6246,CURRENT,21
6246,PLANNING,291
6246,COMPLETED,483
6246,DROPPED,17
6246,PAUSED,13
18669,CURRENT,5
18669,PLANNING,125
18669,COMPLETED,200
18669,DROPPED,16
18669,PAUSED,6
1371,CURRENT,90
1371,PLANNING,1512
1371,COMPLETED,674
1371,DROPPED,108
1371,PAUSED,62
106571,CURRENT,29
106571,PLANNING,480
106571,COMPLETED,46
106571,DROPPED,28
106571,PAUSED,5
31325,CURRENT,495
31325,PLANNING,4872
31325,COMPLETED,1063
31325,DROPPED,69
31325,PAUSED,256
136868,CURRENT,2
136868,PLANNING,18
136868,COMPLETED,2
136868,DROPPED,1
136868,PAUSED,0
157957,CURRENT,99
157957,PLANNING,1148
157957,COMPLETED,443
157957,DROPPED,14
157957,PAUSED,10
109836,CURRENT,7
109836,PLANNING,70
109836,COMPLETED,35
109836,DROPPED,4
109836,PAUSED,3
95126,CURRENT,25
95126,PLANNING,295
95126,COMPLETED,219
95126,DROPPED,6
95126,PAUSED,8
2997,CURRENT,27
2997,PLANNING,587
2997,COMPLETED,581
2997,DROPPED,16
2997,PAUSED,13
2793,CURRENT,18
2793,PLANNING,551
2793,COMPLETED,446
2793,DROPPED,19
2793,PAUSED,13
2999,CURRENT,9
2999,PLANNING,375
2999,COMPLETED,415
2999,DROPPED,12
2999,PAUSED,11
2998,CURRENT,19
2998,PLANNING,464
2998,COMPLETED,462
2998,DROPPED,23
2998,PAUSED,10
158699,CURRENT,3
158699,PLANNING,33
158699,COMPLETED,19
158699,DROPPED,6
158699,PAUSED,2
158700,CURRENT,3
158700,PLANNING,32
158700,COMPLETED,8
158700,DROPPED,7
158700,PAUSED,3
102398,CURRENT,3
102398,PLANNING,56
102398,COMPLETED,218
102398,DROPPED,8
102398,PAUSED,1
7229,CURRENT,19
7229,PLANNING,334
7229,COMPLETED,260
7229,DROPPED,34
7229,PAUSED,16
1373,CURRENT,29
1373,PLANNING,493
1373,COMPLETED,689
1373,DROPPED,32
1373,PAUSED,24
1983,CURRENT,21
1983,PLANNING,385
1983,COMPLETED,543
1983,DROPPED,24
1983,PAUSED,24
4070,CURRENT,8
4070,PLANNING,172
4070,COMPLETED,244
4070,DROPPED,18
4070,PAUSED,7
46999,CURRENT,10
46999,PLANNING,126
46999,COMPLETED,52
46999,DROPPED,9
46999,PAUSED,8
143913,CURRENT,8
143913,PLANNING,28
143913,COMPLETED,4
143913,DROPPED,2
143913,PAUSED,4
59691,CURRENT,23
59691,PLANNING,125
59691,COMPLETED,79
59691,DROPPED,4
59691,PAUSED,3
109493,CURRENT,3
109493,PLANNING,37
109493,COMPLETED,11
109493,DROPPED,4
109493,PAUSED,1
44304,CURRENT,24
44304,PLANNING,183
44304,COMPLETED,154
44304,DROPPED,6
44304,PAUSED,7
108193,CURRENT,3
108193,PLANNING,21
108193,COMPLETED,5
108193,DROPPED,0
108193,PAUSED,0
37080,CURRENT,17
37080,PLANNING,187
37080,COMPLETED,77
37080,DROPPED,6
37080,PAUSED,7
107550,CURRENT,2
107550,PLANNING,16
107550,COMPLETED,4
107550,DROPPED,0
107550,PAUSED,0
111725,CURRENT,1
111725,PLANNING,33
111725,COMPLETED,6
111725,DROPPED,1
111725,PAUSED,0
109495,CURRENT,2
109495,PLANNING,30
109495,COMPLETED,8
109495,DROPPED,4
109495,PAUSED,1
136384,CURRENT,4
136384,PLANNING,43
136384,COMPLETED,5
136384,DROPPED,1
136384,PAUSED,0
10055,CURRENT,16
10055,PLANNING,258
10055,COMPLETED,364
10055,DROPPED,14
10055,PAUSED,9
53711,CURRENT,7
53711,PLANNING,47
53711,COMPLETED,23
53711,DROPPED,5
53711,PAUSED,1
105170,CURRENT,13
105170,PLANNING,44
105170,COMPLETED,13
105170,DROPPED,3
105170,PAUSED,9
41050,CURRENT,5
41050,PLANNING,59
41050,COMPLETED,31
41050,DROPPED,5
41050,PAUSED,5
41052,CURRENT,5
41052,PLANNING,73
41052,COMPLETED,36
41052,DROPPED,5
41052,PAUSED,2
62429,CURRENT,99
62429,PLANNING,436
62429,COMPLETED,57
62429,DROPPED,21
62429,PAUSED,34
1521,CURRENT,38
1521,PLANNING,955
1521,COMPLETED,1754
1521,DROPPED,26
1521,PAUSED,28
121375,CURRENT,1
121375,PLANNING,65
121375,COMPLETED,19
121375,DROPPED,2
121375,PAUSED,1
37700,CURRENT,24
37700,PLANNING,225
37700,COMPLETED,184
37700,DROPPED,11
37700,PAUSED,11
1337,CURRENT,49
1337,PLANNING,594
1337,COMPLETED,196
1337,DROPPED,84
1337,PAUSED,59
9493,CURRENT,130
9493,PLANNING,1693
9493,COMPLETED,1245
9493,DROPPED,395
9493,PAUSED,183
1556,CURRENT,98
1556,PLANNING,2118
1556,COMPLETED,1346
1556,DROPPED,99
1556,PAUSED,73
37703,CURRENT,8
37703,PLANNING,103
37703,COMPLETED,24
37703,DROPPED,1
37703,PAUSED,3
37702,CURRENT,6
37702,PLANNING,71
37702,COMPLETED,84
37702,DROPPED,5
37702,PAUSED,1
107943,CURRENT,14
107943,PLANNING,167
107943,COMPLETED,1312
107943,DROPPED,12
107943,PAUSED,9
110228,CURRENT,16
110228,PLANNING,277
110228,COMPLETED,2209
110228,DROPPED,19
110228,PAUSED,11
108339,CURRENT,23
108339,PLANNING,301
108339,COMPLETED,401
108339,DROPPED,9
108339,PAUSED,6
2429,CURRENT,21
2429,PLANNING,430
2429,COMPLETED,597
2429,DROPPED,14
2429,PAUSED,11
105255,CURRENT,4
105255,PLANNING,52
105255,COMPLETED,86
105255,DROPPED,10
105255,PAUSED,5
111632,CURRENT,3
111632,PLANNING,52
111632,COMPLETED,40
111632,DROPPED,1
111632,PAUSED,0
42138,CURRENT,13
42138,PLANNING,171
42138,COMPLETED,107
42138,DROPPED,7
42138,PAUSED,16
4853,CURRENT,31
4853,PLANNING,347
4853,COMPLETED,356
4853,DROPPED,53
4853,PAUSED,29
52266,CURRENT,5
52266,PLANNING,83
52266,COMPLETED,24
52266,DROPPED,1
52266,PAUSED,0
5293,CURRENT,13
5293,PLANNING,251
5293,COMPLETED,233
5293,DROPPED,18
5293,PAUSED,13
109887,CURRENT,4
109887,PLANNING,27
109887,COMPLETED,1
109887,DROPPED,0
109887,PAUSED,0
31677,CURRENT,95
31677,PLANNING,1788
31677,COMPLETED,1124
31677,DROPPED,23
31677,PAUSED,37
35401,CURRENT,134
35401,PLANNING,1931
35401,COMPLETED,1421
35401,DROPPED,24
35401,PAUSED,52
130077,CURRENT,6
130077,PLANNING,85
130077,COMPLETED,23
130077,DROPPED,3
130077,PAUSED,0
31695,CURRENT,415
31695,PLANNING,5029
31695,COMPLETED,2074
31695,DROPPED,102
31695,PAUSED,179
49490,CURRENT,10
49490,PLANNING,140
49490,COMPLETED,83
49490,DROPPED,4
49490,PAUSED,2
148745,CURRENT,2
148745,PLANNING,21
148745,COMPLETED,38
148745,DROPPED,6
148745,PAUSED,1
7626,CURRENT,3
7626,PLANNING,87
7626,COMPLETED,105
7626,DROPPED,21
7626,PAUSED,8
2718,CURRENT,31
2718,PLANNING,375
2718,COMPLETED,196
2718,DROPPED,53
2718,PAUSED,27
49499,CURRENT,6
49499,PLANNING,49
49499,COMPLETED,11
49499,DROPPED,4
49499,PAUSED,1
39275,CURRENT,7
39275,PLANNING,118
39275,COMPLETED,225
39275,DROPPED,6
39275,PAUSED,4
5476,CURRENT,37
5476,PLANNING,340
5476,COMPLETED,149
5476,DROPPED,60
5476,PAUSED,46
81131,CURRENT,11
81131,PLANNING,124
81131,COMPLETED,118
81131,DROPPED,7
81131,PAUSED,1
94706,CURRENT,8
94706,PLANNING,56
94706,COMPLETED,61
94706,DROPPED,3
94706,PAUSED,4
33010,CURRENT,27
33010,PLANNING,217
33010,COMPLETED,179
33010,DROPPED,14
33010,PAUSED,12
98771,CURRENT,338
98771,PLANNING,703
98771,COMPLETED,13
98771,DROPPED,51
98771,PAUSED,73
30745,CURRENT,2384
30745,PLANNING,19510
30745,COMPLETED,13498
30745,DROPPED,222
30745,PAUSED,826
99088,CURRENT,1786
99088,PLANNING,19306
99088,COMPLETED,43
99088,DROPPED,28
99088,PAUSED,80
17961,CURRENT,8
17961,PLANNING,123
17961,COMPLETED,134
17961,DROPPED,21
17961,PAUSED,8
10342,CURRENT,11
10342,PLANNING,179
10342,COMPLETED,202
10342,DROPPED,25
10342,PAUSED,8
17963,CURRENT,8
17963,PLANNING,137
17963,COMPLETED,165
17963,DROPPED,22
17963,PAUSED,5
105746,CURRENT,2
105746,PLANNING,11
105746,COMPLETED,5
105746,DROPPED,3
105746,PAUSED,0
126871,CURRENT,4
126871,PLANNING,28
126871,COMPLETED,30
126871,DROPPED,9
126871,PAUSED,1
126872,CURRENT,13
126872,PLANNING,26
126872,COMPLETED,29
126872,DROPPED,15
126872,PAUSED,0
17965,CURRENT,5
17965,PLANNING,102
17965,COMPLETED,132
17965,DROPPED,16
17965,PAUSED,5
154121,CURRENT,2
154121,PLANNING,45
154121,COMPLETED,36
154121,DROPPED,9
154121,PAUSED,1
18637,CURRENT,9
18637,PLANNING,126
18637,COMPLETED,159
18637,DROPPED,21
18637,PAUSED,7
133759,CURRENT,2
133759,PLANNING,9
133759,COMPLETED,8
133759,DROPPED,0
133759,PAUSED,0
56123,CURRENT,16
56123,PLANNING,337
56123,COMPLETED,21
56123,DROPPED,4
56123,PAUSED,6
33084,CURRENT,69
33084,PLANNING,429
33084,COMPLETED,50
33084,DROPPED,31
33084,PAUSED,56
5240,CURRENT,11
5240,PLANNING,155
5240,COMPLETED,59
5240,DROPPED,15
5240,PAUSED,10
17933,CURRENT,11
17933,PLANNING,162
17933,COMPLETED,62
17933,DROPPED,14
17933,PAUSED,7
96702,CURRENT,3
96702,PLANNING,51
96702,COMPLETED,8
96702,DROPPED,1
96702,PAUSED,0
30011,CURRENT,10862
30011,PLANNING,10721
30011,COMPLETED,42422
30011,DROPPED,3579
30011,PAUSED,4356
87175,CURRENT,38
87175,PLANNING,385
87175,COMPLETED,1525
87175,DROPPED,4
87175,PAUSED,4
97938,CURRENT,62867
97938,PLANNING,24552
97938,COMPLETED,16083
97938,DROPPED,39893
97938,PAUSED,27990
97219,CURRENT,18
97219,PLANNING,264
97219,COMPLETED,201
97219,DROPPED,11
97219,PAUSED,6
142846,CURRENT,293
142846,PLANNING,224
142846,COMPLETED,512
142846,DROPPED,60
142846,PAUSED,40
87178,CURRENT,19538
87178,PLANNING,4678
87178,COMPLETED,6106
87178,DROPPED,3707
87178,PAUSED,2890
95781,CURRENT,193
95781,PLANNING,439
95781,COMPLETED,912
95781,DROPPED,51
95781,PAUSED,26
21220,CURRENT,1531
21220,PLANNING,6294
21220,COMPLETED,67071
21220,DROPPED,428
21220,PAUSED,253
21579,CURRENT,491
21579,PLANNING,3128
21579,COMPLETED,18869
21579,DROPPED,168
21579,PAUSED,103
87402,CURRENT,27
87402,PLANNING,290
87402,COMPLETED,1104
87402,DROPPED,9
87402,PAUSED,4
1735,CURRENT,56135
1735,PLANNING,38143
1735,COMPLETED,289048
1735,DROPPED,20181
1735,PAUSED,21850
20,CURRENT,43451
20,PLANNING,32453
20,COMPLETED,383289
20,DROPPED,19437
20,PAUSED,19846
2144,CURRENT,269
2144,PLANNING,2697
2144,COMPLETED,27306
2144,DROPPED,121
2144,PAUSED,95
132769,CURRENT,5
132769,PLANNING,55
132769,COMPLETED,70
132769,DROPPED,9
132769,PAUSED,3
162561,CURRENT,340
162561,PLANNING,7339
162561,COMPLETED,83
162561,DROPPED,24
162561,PAUSED,50
155348,CURRENT,220
155348,PLANNING,1666
155348,COMPLETED,10480
155348,DROPPED,47
155348,PAUSED,30
10659,CURRENT,130
10659,PLANNING,1748
10659,COMPLETED,7544
10659,DROPPED,77
10659,PAUSED,53
8246,CURRENT,419
8246,PLANNING,3547
8246,COMPLETED,36098
8246,DROPPED,138
8246,PAUSED,119
132773,CURRENT,6
132773,PLANNING,86
132773,COMPLETED,119
132773,DROPPED,10
132773,PAUSED,3
936,CURRENT,295
936,PLANNING,2893
936,COMPLETED,31069
936,DROPPED,122
936,PAUSED,93
132766,CURRENT,8
132766,PLANNING,76
132766,COMPLETED,94
132766,DROPPED,10
132766,PAUSED,1
7367,CURRENT,159
7367,PLANNING,2083
7367,COMPLETED,8417
7367,DROPPED,83
7367,PAUSED,71
594,CURRENT,198
594,PLANNING,2001
594,COMPLETED,13191
594,DROPPED,89
594,PAUSED,66
88353,CURRENT,10
88353,PLANNING,188
88353,COMPLETED,165
88353,DROPPED,9
88353,PAUSED,1
1074,CURRENT,144
1074,PLANNING,1855
1074,COMPLETED,9779
1074,DROPPED,82
1074,PAUSED,70
761,CURRENT,153
761,PLANNING,1794
761,COMPLETED,11677
761,DROPPED,73
761,PAUSED,51
442,CURRENT,318
442,PLANNING,2308
442,COMPLETED,37216
442,DROPPED,139
442,PAUSED,95
2248,CURRENT,75
2248,PLANNING,905
2248,COMPLETED,7856
2248,DROPPED,54
2248,PAUSED,39
120999,CURRENT,5
120999,PLANNING,124
120999,COMPLETED,139
120999,DROPPED,9
120999,PAUSED,2
70549,CURRENT,51
70549,PLANNING,517
70549,COMPLETED,1746
70549,DROPPED,19
70549,PAUSED,8
132777,CURRENT,14
132777,PLANNING,104
132777,COMPLETED,213
132777,DROPPED,9
132777,PAUSED,3
13667,CURRENT,615
13667,PLANNING,4212
13667,COMPLETED,48215
13667,DROPPED,139
13667,PAUSED,146
115105,CURRENT,10
115105,PLANNING,145
115105,COMPLETED,737
115105,DROPPED,10
115105,PAUSED,6
4134,CURRENT,142
4134,PLANNING,1761
4134,COMPLETED,7100
4134,DROPPED,81
4134,PAUSED,52
2472,CURRENT,520
2472,PLANNING,3346
2472,COMPLETED,39100
2472,DROPPED,136
2472,PAUSED,118
132770,CURRENT,17
132770,PLANNING,95
132770,COMPLETED,124
132770,DROPPED,10
132770,PAUSED,3
12979,CURRENT,910
12979,PLANNING,3035
12979,COMPLETED,8698
12979,DROPPED,1588
12979,PAUSED,1198
53208,CURRENT,135
53208,PLANNING,306
53208,COMPLETED,528
53208,DROPPED,109
53208,PAUSED,83
6325,CURRENT,384
6325,PLANNING,3345
6325,COMPLETED,31297
6325,DROPPED,128
6325,PAUSED,103
132772,CURRENT,5
132772,PLANNING,67
132772,COMPLETED,86
132772,DROPPED,8
132772,PAUSED,2
19511,CURRENT,212
19511,PLANNING,1997
19511,COMPLETED,13403
19511,DROPPED,83
19511,PAUSED,53
87230,CURRENT,213
87230,PLANNING,909
87230,COMPLETED,642
87230,DROPPED,50
87230,PAUSED,140
10686,CURRENT,234
10686,PLANNING,2371
10686,COMPLETED,14365
10686,DROPPED,85
10686,PAUSED,57
10589,CURRENT,427
10589,PLANNING,3771
10589,COMPLETED,37227
10589,DROPPED,145
10589,PAUSED,130
132774,CURRENT,6
132774,PLANNING,89
132774,COMPLETED,97
132774,DROPPED,10
132774,PAUSED,2
87232,CURRENT,283
87232,PLANNING,1653
87232,COMPLETED,1487
87232,DROPPED,43
87232,PAUSED,126
4437,CURRENT,409
4437,PLANNING,3330
4437,COMPLETED,33924
4437,DROPPED,128
4437,PAUSED,105
132771,CURRENT,6
132771,PLANNING,83
132771,COMPLETED,96
132771,DROPPED,10
132771,PAUSED,2
10075,CURRENT,192
10075,PLANNING,1896
10075,COMPLETED,7330
10075,DROPPED,92
10075,PAUSED,52
16870,CURRENT,1210
16870,PLANNING,6314
16870,COMPLETED,92557
16870,DROPPED,189
16870,PAUSED,167
93373,CURRENT,25
93373,PLANNING,338
93373,COMPLETED,509
93373,DROPPED,22
93373,PAUSED,5
121172,CURRENT,8
121172,PLANNING,156
121172,COMPLETED,134
121172,DROPPED,6
121172,PAUSED,1
109797,CURRENT,14
109797,PLANNING,126
109797,COMPLETED,205
109797,DROPPED,3
109797,PAUSED,4
86171,CURRENT,284
86171,PLANNING,716
86171,COMPLETED,7260
86171,DROPPED,65
86171,PAUSED,35
87439,CURRENT,96
87439,PLANNING,331
87439,COMPLETED,419
87439,DROPPED,52
87439,PAUSED,32
121093,CURRENT,138
121093,PLANNING,286
121093,COMPLETED,191
121093,DROPPED,31
121093,PAUSED,14
165523,CURRENT,165
165523,PLANNING,2266
165523,COMPLETED,55
165523,DROPPED,44
165523,PAUSED,51
168468,CURRENT,5329
168468,PLANNING,766
168468,COMPLETED,40
168468,DROPPED,17
168468,PAUSED,74
121173,CURRENT,34
121173,PLANNING,126
121173,COMPLETED,50
121173,DROPPED,14
121173,PAUSED,14
121116,CURRENT,49
121116,PLANNING,315
121116,COMPLETED,170
121116,DROPPED,9
121116,PAUSED,7
100721,CURRENT,67
100721,PLANNING,791
100721,COMPLETED,2246
100721,DROPPED,63
100721,PAUSED,27
121171,CURRENT,41
121171,PLANNING,405
121171,COMPLETED,189
121171,DROPPED,10
121171,PAUSED,12
142845,CURRENT,1029
142845,PLANNING,531
142845,COMPLETED,1305
142845,DROPPED,171
142845,PAUSED,118
36028,CURRENT,13
36028,PLANNING,237
36028,COMPLETED,235
36028,DROPPED,15
36028,PAUSED,5
70225,CURRENT,31
70225,PLANNING,390
70225,COMPLETED,260
70225,DROPPED,16
70225,PAUSED,11
121169,CURRENT,11
121169,PLANNING,137
121169,COMPLETED,111
121169,DROPPED,3
121169,PAUSED,2
121170,CURRENT,7
121170,PLANNING,146
121170,COMPLETED,120
121170,DROPPED,4
121170,PAUSED,2
36444,CURRENT,137
36444,PLANNING,403
36444,COMPLETED,2536
36444,DROPPED,16
36444,PAUSED,7
94444,CURRENT,17
94444,PLANNING,266
94444,COMPLETED,207
94444,DROPPED,8
94444,PAUSED,6
165485,CURRENT,149
165485,PLANNING,1128
165485,COMPLETED,3632
165485,DROPPED,2
165485,PAUSED,5
138736,CURRENT,3
138736,PLANNING,74
138736,COMPLETED,73
138736,DROPPED,3
138736,PAUSED,2
30045,CURRENT,706
30045,PLANNING,4049
30045,COMPLETED,2900
30045,DROPPED,355
30045,PAUSED,328
248,CURRENT,424
248,PLANNING,5676
248,COMPLETED,7634
248,DROPPED,598
248,PAUSED,394
641,CURRENT,29
641,PLANNING,602
641,COMPLETED,1846
641,DROPPED,26
641,PAUSED,30
642,CURRENT,38
642,PLANNING,734
642,COMPLETED,1969
642,DROPPED,38
642,PAUSED,44
981,CURRENT,73
981,PLANNING,834
981,COMPLETED,2476
981,DROPPED,47
981,PAUSED,43
104229,CURRENT,36
104229,PLANNING,200
104229,COMPLETED,285
104229,DROPPED,7
104229,PAUSED,7
164679,CURRENT,1
164679,PLANNING,4
164679,COMPLETED,1
164679,DROPPED,0
164679,PAUSED,0
3312,CURRENT,134
3312,PLANNING,1232
3312,COMPLETED,1486
3312,DROPPED,200
3312,PAUSED,153
8550,CURRENT,10
8550,PLANNING,168
8550,COMPLETED,197
8550,DROPPED,14
8550,PAUSED,11
223,CURRENT,10850
223,PLANNING,15297
223,COMPLETED,116928
223,DROPPED,5018
223,PAUSED,6902
2520,CURRENT,108
2520,PLANNING,972
2520,COMPLETED,4746
2520,DROPPED,69
2520,PAUSED,35
893,CURRENT,124
893,PLANNING,1472
893,COMPLETED,9000
893,DROPPED,56
893,PAUSED,53
134362,CURRENT,4
134362,PLANNING,34
134362,COMPLETED,37
134362,DROPPED,1
134362,PAUSED,0
8551,CURRENT,11
8551,PLANNING,154
8551,COMPLETED,225
8551,DROPPED,14
8551,PAUSED,8
7666,CURRENT,14
7666,PLANNING,191
7666,COMPLETED,397
7666,DROPPED,19
7666,PAUSED,14
7667,CURRENT,9
7667,PLANNING,154
7667,COMPLETED,234
7667,DROPPED,15
7667,PAUSED,12
7157,CURRENT,9
7157,PLANNING,139
7157,COMPLETED,227
7157,DROPPED,16
7157,PAUSED,10
7158,CURRENT,9
7158,PLANNING,145
7158,COMPLETED,205
7158,DROPPED,13
7158,PAUSED,11
21175,CURRENT,9912
21175,PLANNING,12520
21175,COMPLETED,113300
21175,DROPPED,6296
21175,PAUSED,4867
20778,CURRENT,372
20778,PLANNING,2082
20778,COMPLETED,39446
20778,DROPPED,81
20778,PAUSED,88
84627,CURRENT,107
84627,PLANNING,639
84627,COMPLETED,2135
84627,DROPPED,45
84627,PAUSED,42
86508,CURRENT,14547
86508,PLANNING,3257
86508,COMPLETED,1179
86508,DROPPED,1386
86508,PAUSED,1901
146180,CURRENT,75
146180,PLANNING,95
146180,COMPLETED,24
146180,DROPPED,7
146180,PAUSED,2
126719,CURRENT,41
126719,PLANNING,156
126719,COMPLETED,124
126719,DROPPED,7
126719,PAUSED,4
105486,CURRENT,65
105486,PLANNING,198
105486,COMPLETED,196
105486,DROPPED,12
105486,PAUSED,14
102352,CURRENT,5414
102352,PLANNING,3906
102352,COMPLETED,2950
102352,DROPPED,3913
102352,PAUSED,2146
104311,CURRENT,78
104311,PLANNING,202
104311,COMPLETED,245
104311,DROPPED,17
104311,PAUSED,11
138183,CURRENT,15
138183,PLANNING,50
138183,COMPLETED,7
138183,DROPPED,4
138183,PAUSED,0
105260,CURRENT,54
105260,PLANNING,202
105260,COMPLETED,522
105260,DROPPED,14
105260,PAUSED,3
101302,CURRENT,1279
101302,PLANNING,6343
101302,COMPLETED,73479
101302,DROPPED,147
101302,PAUSED,112
97900,CURRENT,20
97900,PLANNING,109
97900,COMPLETED,462
97900,DROPPED,7
97900,PAUSED,0
133898,CURRENT,874
133898,PLANNING,7767
133898,COMPLETED,18260
