media_id,status,amount
30481,PLANNING,10312
30481,COMPLETED,5252
30481,DROPPED,228
30481,PAUSED,454
10735,CURRENT,8
10735,PLANNING,214
10735,COMPLETED,276
10735,DROPPED,26
10735,PAUSED,11
20872,CURRENT,6935
20872,PLANNING,59387
20872,COMPLETED,107668
20872,DROPPED,5834
20872,PAUSED,5267
122492,CURRENT,25
122492,PLANNING,393
122492,COMPLETED,72
122492,DROPPED,9
122492,PAUSED,4
95221,CURRENT,113
95221,PLANNING,734
95221,COMPLETED,172
95221,DROPPED,22
95221,PAUSED,35
13601,CURRENT,13806
13601,PLANNING,87269
13601,COMPLETED,138792
13601,DROPPED,7950
13601,PAUSED,12052
20513,CURRENT,3187
20513,PLANNING,25640
20513,COMPLETED,73682
20513,DROPPED,2470
20513,PAUSED,2175
20514,CURRENT,682
20514,PLANNING,15799
20514,COMPLETED,34468
20514,DROPPED,143
20514,PAUSED,341
104382,CURRENT,416
104382,PLANNING,9563
104382,COMPLETED,12836
104382,DROPPED,94
104382,PAUSED,183
102649,CURRENT,463
102649,PLANNING,10935
102649,COMPLETED,13868
102649,DROPPED,123
102649,PAUSED,200
105321,CURRENT,30
105321,PLANNING,168
105321,COMPLETED,80
105321,DROPPED,3
105321,PAUSED,5
104990,CURRENT,420
104990,PLANNING,9210
104990,COMPLETED,12412
104990,DROPPED,95
104990,PAUSED,166
153687,CURRENT,474
153687,PLANNING,8331
153687,COMPLETED,855
153687,DROPPED,26
153687,PAUSED,86
108307,CURRENT,2986
108307,PLANNING,26517
108307,COMPLETED,22617
108307,DROPPED,1299
108307,PAUSED,1694
112289,CURRENT,27
112289,PLANNING,227
112289,COMPLETED,47
112289,DROPPED,5
112289,PAUSED,5
140907,CURRENT,18
140907,PLANNING,192
140907,COMPLETED,29
140907,DROPPED,0
140907,PAUSED,2
113917,CURRENT,610
113917,PLANNING,10141
113917,COMPLETED,11848
113917,DROPPED,122
113917,PAUSED,226
102887,CURRENT,59
102887,PLANNING,445
102887,COMPLETED,290
102887,DROPPED,15
102887,PAUSED,18
74933,CURRENT,324
74933,PLANNING,1577
74933,COMPLETED,813
74933,DROPPED,104
74933,PAUSED,153
85603,CURRENT,39
85603,PLANNING,511
85603,COMPLETED,191
85603,DROPPED,19
85603,PAUSED,21
103298,CURRENT,3
103298,PLANNING,99
103298,COMPLETED,27
103298,DROPPED,1
103298,PAUSED,1
85411,CURRENT,170
85411,PLANNING,586
85411,COMPLETED,215
85411,DROPPED,39
85411,PAUSED,91
86120,CURRENT,11
86120,PLANNING,265
86120,COMPLETED,46
86120,DROPPED,5
86120,PAUSED,3
85602,CURRENT,50
85602,PLANNING,160
85602,COMPLETED,54
85602,DROPPED,17
85602,PAUSED,22
17901,CURRENT,32
17901,PLANNING,609
17901,COMPLETED,4190
17901,DROPPED,27
17901,PAUSED,20
97980,CURRENT,6879
97980,PLANNING,35235
97980,COMPLETED,43727
97980,DROPPED,7289
97980,PAUSED,5805
99260,CURRENT,69
99260,PLANNING,839
99260,COMPLETED,67
99260,DROPPED,16
99260,PAUSED,12
99235,CURRENT,15
99235,PLANNING,91
99235,COMPLETED,81
99235,DROPPED,2
99235,PAUSED,3
12477,CURRENT,882
12477,PLANNING,24691
12477,COMPLETED,32564
12477,DROPPED,163
12477,PAUSED,429
13429,CURRENT,120
13429,PLANNING,3030
13429,COMPLETED,3821
13429,DROPPED,60
13429,PAUSED,92
67439,CURRENT,36
67439,PLANNING,250
67439,COMPLETED,39
67439,DROPPED,13
67439,PAUSED,12
205,CURRENT,12209
205,PLANNING,67668
205,COMPLETED,98940
205,DROPPED,3851
205,PAUSED,10307
30512,CURRENT,220
30512,PLANNING,2079
30512,COMPLETED,1601
30512,DROPPED,69
30512,PAUSED,89
99457,CURRENT,1923
99457,PLANNING,45501
99457,COMPLETED,50981
99457,DROPPED,327
99457,PAUSED,663
105139,CURRENT,92
105139,PLANNING,716
105139,COMPLETED,116
105139,DROPPED,18
105139,PAUSED,27
101291,CURRENT,19672
101291,PLANNING,67431
101291,COMPLETED,287948
101291,DROPPED,10291
101291,PAUSED,8910
91170,CURRENT,1159
91170,PLANNING,5849
91170,COMPLETED,1455
91170,DROPPED,111
91170,PAUSED,270
133108,CURRENT,25
133108,PLANNING,116
133108,COMPLETED,120
133108,DROPPED,4
133108,PAUSED,4
145157,CURRENT,51
145157,PLANNING,372
145157,COMPLETED,605
145157,DROPPED,9
145157,PAUSED,5
104236,CURRENT,289
104236,PLANNING,1226
104236,COMPLETED,1103
104236,DROPPED,35
104236,PAUSED,53
127683,CURRENT,219
127683,PLANNING,1748
127683,COMPLETED,302
127683,DROPPED,25
127683,PAUSED,31
163683,CURRENT,3
163683,PLANNING,85
163683,COMPLETED,1
163683,DROPPED,2
163683,PAUSED,0
145160,CURRENT,31
145160,PLANNING,352
145160,COMPLETED,457
145160,DROPPED,6
145160,PAUSED,5
145162,CURRENT,26
145162,PLANNING,370
145162,COMPLETED,412
145162,DROPPED,5
145162,PAUSED,4
163684,CURRENT,51
163684,PLANNING,78
163684,COMPLETED,0
163684,DROPPED,1
163684,PAUSED,2
163685,CURRENT,39
163685,PLANNING,71
163685,COMPLETED,2
163685,DROPPED,1
163685,PAUSED,1
145163,CURRENT,31
145163,PLANNING,375
145163,COMPLETED,386
145163,DROPPED,5
145163,PAUSED,4
145164,CURRENT,25
145164,PLANNING,376
145164,COMPLETED,345
145164,DROPPED,5
145164,PAUSED,3
145165,CURRENT,44
145165,PLANNING,384
145165,COMPLETED,285
145165,DROPPED,7
145165,PAUSED,8
145166,CURRENT,27
145166,PLANNING,401
145166,COMPLETED,239
145166,DROPPED,5
145166,PAUSED,5
161474,CURRENT,918
161474,PLANNING,20165
161474,COMPLETED,181
161474,DROPPED,47
161474,PAUSED,181
154967,CURRENT,1404
154967,PLANNING,25279
154967,COMPLETED,745
154967,DROPPED,49
154967,PAUSED,277
104157,CURRENT,2895
104157,PLANNING,37899
104157,COMPLETED,132720
104157,DROPPED,524
104157,PAUSED,757
145167,CURRENT,20
145167,PLANNING,379
145167,COMPLETED,180
145167,DROPPED,6
145167,PAUSED,7
145168,CURRENT,24
145168,PLANNING,378
145168,COMPLETED,128
145168,DROPPED,5
145168,PAUSED,7
154986,CURRENT,18
154986,PLANNING,258
154986,COMPLETED,22
154986,DROPPED,1
154986,PAUSED,4
165656,CURRENT,7
165656,PLANNING,121
165656,COMPLETED,6
165656,DROPPED,1
165656,PAUSED,2
145159,CURRENT,40
145159,PLANNING,371
145159,COMPLETED,538
145159,DROPPED,5
145159,PAUSED,2
87471,CURRENT,1151
87471,PLANNING,3367
87471,COMPLETED,4386
87471,DROPPED,202
87471,PAUSED,166
199,CURRENT,3464
199,PLANNING,38427
199,COMPLETED,283454
199,DROPPED,421
199,PAUSED,796
20665,CURRENT,19375
20665,PLANNING,93569
20665,COMPLETED,293605
20665,DROPPED,12836
20665,PAUSED,12738
67707,CURRENT,1406
67707,PLANNING,6631
67707,COMPLETED,7662
67707,DROPPED,326
67707,PAUSED,549
93364,CURRENT,24
93364,PLANNING,311
93364,COMPLETED,149
93364,DROPPED,6
93364,PAUSED,4
86158,CURRENT,65
86158,PLANNING,339
86158,COMPLETED,537
86158,DROPPED,5
86158,PAUSED,15
21039,CURRENT,269
21039,PLANNING,5137
21039,COMPLETED,19216
21039,DROPPED,93
21039,PAUSED,135
7724,CURRENT,3324
7724,PLANNING,42394
7724,COMPLETED,42628
7724,DROPPED,2882
7724,PAUSED,2945
10083,CURRENT,102
10083,PLANNING,2373
10083,COMPLETED,10189
10083,DROPPED,56
10083,PAUSED,75
33486,CURRENT,335
33486,PLANNING,2819
33486,COMPLETED,1196
33486,DROPPED,92
33486,PAUSED,155
20812,CURRENT,4382
20812,PLANNING,42923
20812,COMPLETED,33858
20812,DROPPED,2890
20812,PAUSED,4769
93017,CURRENT,66
93017,PLANNING,294
93017,COMPLETED,128
93017,DROPPED,12
93017,PAUSED,13
20938,CURRENT,203
20938,PLANNING,2239
20938,COMPLETED,4755
20938,DROPPED,122
20938,PAUSED,213
93665,CURRENT,13
93665,PLANNING,185
93665,COMPLETED,64
93665,DROPPED,5
93665,PAUSED,2
101574,CURRENT,348
101574,PLANNING,9992
101574,COMPLETED,5104
101574,DROPPED,82
101574,PAUSED,144
99420,CURRENT,5274
99420,PLANNING,39218
99420,COMPLETED,38340
99420,DROPPED,2666
99420,PAUSED,3985
85412,CURRENT,2643
85412,PLANNING,14723
85412,COMPLETED,12050
85412,DROPPED,259
85412,PAUSED,633
108121,CURRENT,122
108121,PLANNING,522
108121,COMPLETED,238
108121,DROPPED,11
108121,PAUSED,54
106726,CURRENT,3242
106726,PLANNING,5374
106726,COMPLETED,113
106726,DROPPED,181
106726,PAUSED,478
163661,CURRENT,8
163661,PLANNING,236
163661,COMPLETED,69
163661,DROPPED,1
163661,PAUSED,0
100180,CURRENT,134
100180,PLANNING,1004
100180,COMPLETED,2687
100180,DROPPED,90
100180,PAUSED,81
99426,CURRENT,5910
99426,PLANNING,50672
99426,COMPLETED,61374
99426,DROPPED,2473
99426,PAUSED,4133
101415,CURRENT,98
101415,PLANNING,1042
101415,COMPLETED,413
101415,DROPPED,23
101415,PAUSED,19
14289,CURRENT,3225
14289,PLANNING,31111
14289,COMPLETED,76365
14289,DROPPED,3323
14289,PAUSED,2107
17409,CURRENT,135
17409,PLANNING,2609
17409,COMPLETED,5102
17409,DROPPED,124
17409,PAUSED,104
16868,CURRENT,119
16868,PLANNING,2673
16868,COMPLETED,8855
16868,DROPPED,46
16868,PAUSED,76
41767,CURRENT,2146
41767,PLANNING,4231
41767,COMPLETED,4357
41767,DROPPED,864
41767,PAUSED,956
7311,CURRENT,1742
7311,PLANNING,39529
7311,COMPLETED,67314
7311,DROPPED,666
7311,PAUSED,853
849,CURRENT,5195
849,PLANNING,47283
849,COMPLETED,86404
849,DROPPED,3336
849,PAUSED,4619
31345,CURRENT,523
31345,PLANNING,1417
31345,COMPLETED,742
31345,DROPPED,294
31345,PAUSED,334
145598,CURRENT,15
145598,PLANNING,165
145598,COMPLETED,227
145598,DROPPED,3
145598,PAUSED,3
145597,CURRENT,8
145597,PLANNING,161
145597,COMPLETED,248
145597,DROPPED,3
145597,PAUSED,0
145596,CURRENT,9
145596,PLANNING,151
145596,COMPLETED,258
145596,DROPPED,3
145596,PAUSED,3
145595,CURRENT,11
145595,PLANNING,158
145595,COMPLETED,278
145595,DROPPED,3
145595,PAUSED,2
145594,CURRENT,12
145594,PLANNING,155
145594,COMPLETED,305
145594,DROPPED,3
145594,PAUSED,4
145593,CURRENT,15
145593,PLANNING,160
145593,COMPLETED,338
145593,DROPPED,3
145593,PAUSED,8
145592,CURRENT,16
145592,PLANNING,191
145592,COMPLETED,377
145592,DROPPED,3
145592,PAUSED,4
145591,CURRENT,19
145591,PLANNING,155
145591,COMPLETED,389
145591,DROPPED,2
145591,PAUSED,3
145590,CURRENT,38
145590,PLANNING,164
145590,COMPLETED,436
145590,DROPPED,4
145590,PAUSED,13
33083,CURRENT,1479
33083,PLANNING,4065
33083,COMPLETED,1125
33083,DROPPED,218
33083,PAUSED,818
89288,CURRENT,5
89288,PLANNING,127
89288,COMPLETED,8
89288,DROPPED,3
89288,PAUSED,2
40809,CURRENT,120
40809,PLANNING,290
40809,COMPLETED,98
40809,DROPPED,54
40809,PAUSED,72
62041,CURRENT,10
62041,PLANNING,35
62041,COMPLETED,10
62041,DROPPED,7
62041,PAUSED,0
5118,CURRENT,306
5118,PLANNING,4053
5118,COMPLETED,9791
5118,DROPPED,458
5118,PAUSED,356
4382,CURRENT,2143
4382,PLANNING,20033
4382,COMPLETED,63793
4382,DROPPED,1428
4382,PAUSED,1802
5957,CURRENT,77
5957,PLANNING,1265
5957,COMPLETED,4508
5957,DROPPED,203
5957,PAUSED,91
48139,CURRENT,5
48139,PLANNING,117
48139,COMPLETED,83
48139,DROPPED,3
48139,PAUSED,0
128781,CURRENT,6
128781,PLANNING,67
128781,COMPLETED,24
128781,DROPPED,3
128781,PAUSED,1
93593,CURRENT,21
93593,PLANNING,193
93593,COMPLETED,76
93593,DROPPED,9
93593,PAUSED,7
128782,CURRENT,5
128782,PLANNING,61
128782,COMPLETED,19
128782,DROPPED,3
128782,PAUSED,0
65137,CURRENT,13
65137,PLANNING,152
65137,COMPLETED,107
65137,DROPPED,3
65137,PAUSED,3
31253,CURRENT,31
31253,PLANNING,317
31253,COMPLETED,136
31253,DROPPED,21
31253,PAUSED,11
43544,CURRENT,324
43544,PLANNING,665
43544,COMPLETED,403
43544,DROPPED,117
43544,PAUSED,146
21122,CURRENT,119
21122,PLANNING,2420
21122,COMPLETED,3726
21122,DROPPED,62
21122,PAUSED,81
20566,CURRENT,1240
20566,PLANNING,9873
20566,COMPLETED,12295
20566,DROPPED,2525
20566,PAUSED,1353
145599,CURRENT,22
145599,PLANNING,191
145599,COMPLETED,158
145599,DROPPED,3
145599,PAUSED,0
169592,CURRENT,1
169592,PLANNING,88
169592,COMPLETED,0
169592,DROPPED,0
169592,PAUSED,0
1887,CURRENT,5472
1887,PLANNING,33345
1887,COMPLETED,53262
1887,DROPPED,5580
1887,PAUSED,5806
17637,CURRENT,127
17637,PLANNING,2124
17637,COMPLETED,4081
17637,DROPPED,135
17637,PAUSED,123
95679,CURRENT,3
95679,PLANNING,64
95679,COMPLETED,13
95679,DROPPED,3
95679,PAUSED,2
70019,CURRENT,43
70019,PLANNING,161
70019,COMPLETED,13
70019,DROPPED,10
70019,PAUSED,19
30587,CURRENT,680
30587,PLANNING,1470
30587,COMPLETED,151
30587,DROPPED,180
30587,PAUSED,341
155714,CURRENT,3
155714,PLANNING,21
155714,COMPLETED,15
155714,DROPPED,2
155714,PAUSED,0
49017,CURRENT,39
49017,PLANNING,112
49017,COMPLETED,55
49017,DROPPED,12
49017,PAUSED,16
155715,CURRENT,3
155715,PLANNING,23
155715,COMPLETED,13
155715,DROPPED,2
155715,PAUSED,0
155717,CURRENT,3
155717,PLANNING,24
155717,COMPLETED,12
155717,DROPPED,2
155717,PAUSED,0
50501,CURRENT,5
50501,PLANNING,83
50501,COMPLETED,42
50501,DROPPED,2
50501,PAUSED,1
159075,CURRENT,59
159075,PLANNING,101
159075,COMPLETED,2
159075,DROPPED,0
159075,PAUSED,6
34505,CURRENT,20
34505,PLANNING,171
34505,COMPLETED,136
34505,DROPPED,12
34505,PAUSED,12
88955,CURRENT,3
88955,PLANNING,88
88955,COMPLETED,19
88955,DROPPED,3
88955,PAUSED,0
3080,CURRENT,21
3080,PLANNING,745
3080,COMPLETED,2810
3080,DROPPED,23
3080,PAUSED,20
34483,CURRENT,17
34483,PLANNING,162
34483,COMPLETED,30
34483,DROPPED,5
34483,PAUSED,16
116311,CURRENT,1
116311,PLANNING,9
116311,COMPLETED,6
116311,DROPPED,1
116311,PAUSED,0
9875,CURRENT,80
9875,PLANNING,2100
9875,COMPLETED,618
9875,DROPPED,51
9875,PAUSED,57
9861,CURRENT,6
9861,PLANNING,362
9861,COMPLETED,451
9861,DROPPED,18
9861,PAUSED,17
4472,CURRENT,202
4472,PLANNING,4330
4472,COMPLETED,18132
4472,DROPPED,85
4472,PAUSED,129
21495,CURRENT,4240
21495,PLANNING,32757
21495,COMPLETED,50817
21495,DROPPED,2859
21495,PAUSED,2998
21800,CURRENT,325
21800,PLANNING,3542
21800,COMPLETED,5570
21800,DROPPED,190
21800,PAUSED,235
21786,CURRENT,255
21786,PLANNING,3263
21786,COMPLETED,5223
21786,DROPPED,93
21786,PAUSED,177
85898,CURRENT,2080
85898,PLANNING,3918
85898,COMPLETED,2041
85898,DROPPED,219
85898,PAUSED,469
513,CURRENT,990
513,PLANNING,19620
513,COMPLETED,69860
513,DROPPED,164
513,PAUSED,363
92354,CURRENT,8
92354,PLANNING,169
92354,COMPLETED,54
92354,DROPPED,3
92354,PAUSED,3
125428,CURRENT,5352
125428,PLANNING,23999
125428,COMPLETED,53871
125428,DROPPED,5394
125428,PAUSED,2452
85388,CURRENT,3561
85388,PLANNING,8689
85388,COMPLETED,4956
85388,DROPPED,1157
85388,PAUSED,1137
111034,CURRENT,488
111034,PLANNING,1109
111034,COMPLETED,93
111034,DROPPED,91
111034,PAUSED,75
2236,CURRENT,1480
2236,PLANNING,38427
2236,COMPLETED,90081
2236,DROPPED,342
2236,PAUSED,608
39256,CURRENT,37
39256,PLANNING,514
39256,COMPLETED,575
39256,DROPPED,9
39256,PAUSED,5
34171,CURRENT,24
34171,PLANNING,364
34171,COMPLETED,181
34171,DROPPED,11
34171,PAUSED,9
523,CURRENT,2076
523,PLANNING,28802
523,COMPLETED,157916
523,DROPPED,279
523,PAUSED,535
2488,CURRENT,68
2488,PLANNING,2463
2488,COMPLETED,3295
2488,DROPPED,44
2488,PAUSED,45
145,CURRENT,2671
145,PLANNING,25856
145,COMPLETED,14156
145,DROPPED,1383
145,PAUSED,2456
30017,CURRENT,695
30017,PLANNING,4579
30017,COMPLETED,2147
30017,DROPPED,276
30017,PAUSED,383
115224,CURRENT,2
115224,PLANNING,12
115224,COMPLETED,41
115224,DROPPED,1
115224,PAUSED,1
39140,CURRENT,2
39140,PLANNING,13
39140,COMPLETED,21
39140,DROPPED,1
39140,PAUSED,1
115223,CURRENT,2
115223,PLANNING,15
115223,COMPLETED,60
115223,DROPPED,1
115223,PAUSED,1
4224,CURRENT,15488
4224,PLANNING,65224
4224,COMPLETED,287765
4224,DROPPED,14001
4224,PAUSED,11109
34368,CURRENT,2202
34368,PLANNING,3453
34368,COMPLETED,789
34368,DROPPED,503
34368,PAUSED,832
37149,CURRENT,649
37149,PLANNING,3353
37149,COMPLETED,1523
37149,DROPPED,142
37149,PAUSED,349
40550,CURRENT,25
40550,PLANNING,440
40550,COMPLETED,71
40550,DROPPED,2
40550,PAUSED,5
11553,CURRENT,489
11553,PLANNING,5809
11553,COMPLETED,33124
11553,DROPPED,179
11553,PAUSED,188
6127,CURRENT,231
6127,PLANNING,3466
6127,COMPLETED,13473
6127,DROPPED,434
6127,PAUSED,242
7769,CURRENT,1363
7769,PLANNING,14235
7769,COMPLETED,23343
7769,DROPPED,1524
7769,PAUSED,1145
50628,CURRENT,112
50628,PLANNING,265
50628,COMPLETED,52
50628,DROPPED,24
50628,PAUSED,28
49348,CURRENT,37
49348,PLANNING,342
49348,COMPLETED,33
49348,DROPPED,14
49348,PAUSED,8
98202,CURRENT,4284
98202,PLANNING,44690
98202,COMPLETED,60191
98202,DROPPED,3009
98202,PAUSED,2962
100305,CURRENT,146
100305,PLANNING,2808
100305,COMPLETED,7106
100305,DROPPED,53
100305,PAUSED,70
21827,CURRENT,20249
21827,PLANNING,101104
21827,COMPLETED,232295
21827,DROPPED,11235
21827,PAUSED,13927
101432,CURRENT,826
101432,PLANNING,14535
101432,COMPLETED,67092
101432,DROPPED,127
101432,PAUSED,279
97298,CURRENT,463
97298,PLANNING,5040
97298,COMPLETED,1472
97298,DROPPED,69
97298,PAUSED,186
109121,CURRENT,60
109121,PLANNING,964
109121,COMPLETED,308
109121,DROPPED,3
109121,PAUSED,18
109190,CURRENT,1431
109190,PLANNING,23019
109190,COMPLETED,71477
109190,DROPPED,217
109190,PAUSED,458
103047,CURRENT,2586
103047,PLANNING,57037
103047,COMPLETED,68051
103047,DROPPED,330
103047,PAUSED,794
115977,CURRENT,85
115977,PLANNING,1232
115977,COMPLETED,221
115977,DROPPED,7
115977,PAUSED,15
154164,CURRENT,40
154164,PLANNING,541
154164,COMPLETED,1435
154164,DROPPED,17
154164,PAUSED,13
128546,CURRENT,11238
128546,PLANNING,44137
128546,COMPLETED,59168
128546,DROPPED,3796
128546,PAUSED,4662
138345,CURRENT,91
138345,PLANNING,2195
138345,COMPLETED,3110
138345,DROPPED,21
138345,PAUSED,22
131940,CURRENT,204
131940,PLANNING,1123
131940,COMPLETED,64
131940,DROPPED,23
131940,PAUSED,32
130431,CURRENT,55
130431,PLANNING,557
130431,COMPLETED,43
130431,DROPPED,5
130431,PAUSED,6
101227,CURRENT,2860
101227,PLANNING,10254
101227,COMPLETED,29264
101227,DROPPED,2781
101227,PAUSED,1127
147552,CURRENT,50
147552,PLANNING,374
147552,COMPLETED,8
147552,DROPPED,6
147552,PAUSED,2
99102,CURRENT,585
99102,PLANNING,745
99102,COMPLETED,30
99102,DROPPED,80
99102,PAUSED,135
136389,CURRENT,5
136389,PLANNING,35
136389,COMPLETED,28
136389,DROPPED,3
136389,PAUSED,1
118868,CURRENT,103
118868,PLANNING,109
118868,COMPLETED,10
118868,DROPPED,16
118868,PAUSED,14
99103,CURRENT,1064
99103,PLANNING,622
99103,COMPLETED,55
99103,DROPPED,206
99103,PAUSED,152
124845,CURRENT,22614
124845,PLANNING,69556
124845,COMPLETED,99880
124845,DROPPED,10597
124845,PAUSED,9694
131773,CURRENT,1012
131773,PLANNING,16253
131773,COMPLETED,34921
131773,DROPPED,431
131773,PAUSED,284
14813,CURRENT,8893
14813,PLANNING,55261
14813,COMPLETED,189778
14813,DROPPED,4069
14813,PAUSED,4762
18753,CURRENT,566
18753,PLANNING,6729
18753,COMPLETED,49784
18753,DROPPED,129
18753,PAUSED,177
70171,CURRENT,2824
70171,PLANNING,9402
70171,COMPLETED,2401
70171,DROPPED,377
70171,PAUSED,993
92929,CURRENT,97
92929,PLANNING,299
92929,COMPLETED,88
92929,DROPPED,13
92929,PAUSED,13
128643,CURRENT,939
128643,PLANNING,17098
128643,COMPLETED,7095
128643,DROPPED,89
128643,PAUSED,132
108489,CURRENT,10535
108489,PLANNING,38898
108489,COMPLETED,97869
108489,DROPPED,2352
108489,PAUSED,3891
20698,CURRENT,5537
20698,PLANNING,26665
20698,COMPLETED,158922
20698,DROPPED,1819
20698,PAUSED,2441
21769,CURRENT,726
21769,PLANNING,7391
21769,COMPLETED,44764
21769,DROPPED,139
21769,PAUSED,208
124837,CURRENT,30
124837,PLANNING,270
124837,COMPLETED,59
124837,DROPPED,5
124837,PAUSED,4
75447,CURRENT,1359
75447,PLANNING,1739
75447,COMPLETED,156
75447,DROPPED,159
75447,PAUSED,310
92954,CURRENT,590
92954,PLANNING,1005
92954,COMPLETED,91
92954,DROPPED,76
92954,PAUSED,126
139423,CURRENT,45
139423,PLANNING,328
139423,COMPLETED,8
139423,DROPPED,9
139423,PAUSED,6
101759,CURRENT,19984
101759,PLANNING,66959
101759,COMPLETED,365112
101759,DROPPED,8247
101759,PAUSED,7706
108725,CURRENT,31083
108725,PLANNING,62110
108725,COMPLETED,113052
108725,DROPPED,36634
108725,PAUSED,8778
87423,CURRENT,24476
87423,PLANNING,29026
87423,COMPLETED,41106
87423,DROPPED,4588
87423,PAUSED,7348
127073,CURRENT,25
127073,PLANNING,599
127073,COMPLETED,2056
127073,DROPPED,6
127073,PAUSED,4
138817,CURRENT,25
138817,PLANNING,208
138817,COMPLETED,278
138817,DROPPED,3
138817,PAUSED,8
137317,CURRENT,10
137317,PLANNING,158
137317,COMPLETED,1210
137317,DROPPED,2
137317,PAUSED,1
128295,CURRENT,12
128295,PLANNING,281
128295,COMPLETED,1082
128295,DROPPED,5
128295,PAUSED,2
100463,CURRENT,14
100463,PLANNING,254
100463,COMPLETED,648
100463,DROPPED,2
100463,PAUSED,1
128793,CURRENT,9
128793,PLANNING,265
128793,COMPLETED,692
128793,DROPPED,4
128793,PAUSED,1
122683,CURRENT,17
122683,PLANNING,341
122683,COMPLETED,1848
122683,DROPPED,1
122683,PAUSED,2
127267,CURRENT,27
127267,PLANNING,697
127267,COMPLETED,1990
127267,DROPPED,7
127267,PAUSED,7
107620,CURRENT,57
107620,PLANNING,289
107620,COMPLETED,406
107620,DROPPED,26
107620,PAUSED,22
126408,CURRENT,24
126408,PLANNING,699
126408,COMPLETED,2181
126408,DROPPED,7
126408,PAUSED,4
140203,CURRENT,16
140203,PLANNING,553
140203,COMPLETED,98
140203,DROPPED,5
140203,PAUSED,1
125499,CURRENT,46
125499,PLANNING,855
125499,COMPLETED,212
125499,DROPPED,10
125499,PAUSED,5
115454,CURRENT,48
115454,PLANNING,837
115454,COMPLETED,445
115454,DROPPED,7
115454,PAUSED,12
106613,CURRENT,99
106613,PLANNING,924
106613,COMPLETED,595
106613,DROPPED,16
106613,PAUSED,32
131047,CURRENT,59
131047,PLANNING,525
131047,COMPLETED,445
131047,DROPPED,18
131047,PAUSED,33
125868,CURRENT,1052
125868,PLANNING,6566
125868,COMPLETED,2610
125868,DROPPED,1318
125868,PAUSED,427
1243,CURRENT,162
1243,PLANNING,2595
1243,COMPLETED,1143
1243,DROPPED,305
1243,PAUSED,209
38540,CURRENT,17
38540,PLANNING,113
38540,COMPLETED,28
38540,DROPPED,11
38540,PAUSED,12
137331,CURRENT,4
137331,PLANNING,143
137331,COMPLETED,1
137331,DROPPED,3
137331,PAUSED,1
38539,CURRENT,13
38539,PLANNING,129
38539,COMPLETED,14
38539,DROPPED,2
38539,PAUSED,5
20661,CURRENT,7001
20661,PLANNING,64839
20661,COMPLETED,123338
20661,DROPPED,3691
20661,PAUSED,4480
21857,CURRENT,6751
21857,PLANNING,27930
21857,COMPLETED,120614
21857,DROPPED,6907
21857,PAUSED,3065
146953,CURRENT,10000
146953,PLANNING,18470
146953,COMPLETED,12655
146953,DROPPED,1276
146953,PAUSED,801
76716,CURRENT,3823
76716,PLANNING,6188
76716,COMPLETED,14677
76716,DROPPED,973
76716,PAUSED,824
104896,CURRENT,330
104896,PLANNING,1022
104896,COMPLETED,3295
104896,DROPPED,15
104896,PAUSED,21
163317,CURRENT,666
163317,PLANNING,588
163317,COMPLETED,5
163317,DROPPED,14
163317,PAUSED,25
86690,CURRENT,122
86690,PLANNING,543
86690,COMPLETED,484
86690,DROPPED,24
86690,PAUSED,22
122216,CURRENT,56
122216,PLANNING,294
122216,COMPLETED,561
122216,DROPPED,3
122216,PAUSED,5
122220,CURRENT,26
122220,PLANNING,437
122220,COMPLETED,709
122220,DROPPED,3
122220,PAUSED,6
148239,CURRENT,14
148239,PLANNING,93
148239,COMPLETED,64
148239,DROPPED,3
148239,PAUSED,1
101213,CURRENT,408
101213,PLANNING,5623
101213,COMPLETED,20576
101213,DROPPED,114
101213,PAUSED,133
108671,CURRENT,105
108671,PLANNING,282
108671,COMPLETED,318
108671,DROPPED,24
108671,PAUSED,7
104647,CURRENT,6993
104647,PLANNING,24881
104647,COMPLETED,63612
104647,DROPPED,3650
104647,PAUSED,2581
100559,CURRENT,1054
100559,PLANNING,1550
100559,COMPLETED,188
100559,DROPPED,135
100559,PAUSED,233
118210,CURRENT,340
118210,PLANNING,368
118210,COMPLETED,264
118210,DROPPED,31
118210,PAUSED,13
120636,CURRENT,87
120636,PLANNING,363
120636,COMPLETED,295
120636,DROPPED,13
120636,PAUSED,16
113005,CURRENT,832
113005,PLANNING,490
113005,COMPLETED,508
113005,DROPPED,100
113005,PAUSED,88
100560,CURRENT,5235
100560,PLANNING,2706
100560,COMPLETED,340
100560,DROPPED,670
100560,PAUSED,765
120209,CURRENT,5625
120209,PLANNING,17200
120209,COMPLETED,25846
120209,DROPPED,2327
120209,PAUSED,2075
148002,CURRENT,24
148002,PLANNING,245
148002,COMPLETED,188
148002,DROPPED,22
148002,PAUSED,9
116922,CURRENT,58
116922,PLANNING,479
116922,COMPLETED,614
116922,DROPPED,52
116922,PAUSED,40
136829,CURRENT,198
136829,PLANNING,3414
136829,COMPLETED,3679
136829,DROPPED,44
136829,PAUSED,53
139359,CURRENT,411
139359,PLANNING,12016
139359,COMPLETED,101
139359,DROPPED,48
139359,PAUSED,87
118940,CURRENT,56
118940,PLANNING,559
118940,COMPLETED,421
118940,DROPPED,14
118940,PAUSED,6
87466,CURRENT,1691
87466,PLANNING,2451
87466,COMPLETED,55
87466,DROPPED,155
